answer: Business, guess: Business, prob: 0.9393
answer: Sci/Tech, guess: Sci/Tech, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9999
answer: Sci/Tech, guess: Sci/Tech, prob: 0.4967
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9935
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9615
answer: Sci/Tech, guess: Sci/Tech, prob: 0.8573
answer: Sci/Tech, guess: Sci/Tech, prob: 0.5584
answer: Sci/Tech, guess: Sci/Tech, prob: 0.6001
answer: Sci/Tech, guess: Sci/Tech, prob: 0.989
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9995
answer: Sci/Tech, guess: Sci/Tech, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 1.0
answer: Sci/Tech, guess: World, prob: 0.5679
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9998
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9998
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9999
answer: Sci/Tech, guess: World, prob: 0.4422
answer: Sci/Tech, guess: Business, prob: 0.8175
answer: Sci/Tech, guess: Business, prob: 0.8469
answer: Sci/Tech, guess: Sci/Tech, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 0.8308
answer: Sci/Tech, guess: Business, prob: 0.9988
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9997
answer: Sports, guess: Sports, prob: 0.9999
answer: Sports, guess: Sports, prob: 1.0
answer: Sports, guess: Sports, prob: 0.9993
answer: Sports, guess: Sports, prob: 1.0
answer: Sports, guess: Sports, prob: 0.9437
answer: Sports, guess: Sports, prob: 0.9995
answer: World, guess: World, prob: 1.0
answer: World, guess: Sports, prob: 0.9033
answer: World, guess: World, prob: 0.9979
answer: World, guess: World, prob: 0.8415
answer: World, guess: Business, prob: 0.7098
answer: World, guess: World, prob: 0.8419
answer: World, guess: World, prob: 0.9983
answer: World, guess: World, prob: 1.0
answer: Sports, guess: Sports, prob: 0.9971
answer: Business, guess: Business, prob: 0.5471
answer: World, guess: World, prob: 0.9948
answer: Sci/Tech, guess: Sci/Tech, prob: 0.8707
answer: Sports, guess: Sports, prob: 0.9989
answer: Sports, guess: Sports, prob: 0.9998
answer: World, guess: World, prob: 0.9991
answer: Sci/Tech, guess: Sci/Tech, prob: 0.5141
answer: World, guess: World, prob: 0.9874
answer: Sports, guess: Sports, prob: 0.9867
answer: World, guess: World, prob: 0.9965
answer: Sports, guess: Sports, prob: 1.0
answer: World, guess: World, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 1.0
answer: Business, guess: Business, prob: 0.9999
answer: Sci/Tech, guess: Sports, prob: 0.9021
answer: World, guess: Business, prob: 0.9678
answer: World, guess: World, prob: 1.0
answer: Business, guess: Business, prob: 1.0
answer: Business, guess: Business, prob: 0.9988
answer: Sports, guess: Sports, prob: 1.0
answer: Sports, guess: World, prob: 0.9865
answer: Sports, guess: Sports, prob: 0.9854
answer: Sci/Tech, guess: Sci/Tech, prob: 1.0
answer: World, guess: World, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 0.782
answer: World, guess: World, prob: 0.9999
answer: World, guess: World, prob: 0.9914
answer: Sports, guess: Sports, prob: 1.0
answer: World, guess: World, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 0.999
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9981
answer: Sci/Tech, guess: Sci/Tech, prob: 1.0
answer: World, guess: World, prob: 0.9511
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9981
answer: Sports, guess: Sports, prob: 0.9976
answer: World, guess: World, prob: 1.0
answer: Sports, guess: Sports, prob: 0.9998
answer: World, guess: World, prob: 0.9998
answer: World, guess: Sports, prob: 0.9053
answer: World, guess: World, prob: 0.9956
answer: Sports, guess: Sports, prob: 1.0
answer: Business, guess: Business, prob: 0.9828
answer: Business, guess: Sci/Tech, prob: 0.9979
answer: World, guess: World, prob: 0.6948
answer: World, guess: World, prob: 0.9793
answer: Business, guess: Business, prob: 1.0
answer: World, guess: World, prob: 0.9901
answer: World, guess: World, prob: 0.9887
answer: Sci/Tech, guess: Sci/Tech, prob: 0.98
answer: World, guess: World, prob: 0.9997
answer: Business, guess: Business, prob: 0.9993
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9998
answer: Business, guess: Business, prob: 1.0
answer: Sports, guess: Sports, prob: 0.98
answer: Sports, guess: Sports, prob: 0.9984
answer: Sports, guess: Sports, prob: 0.9999
answer: Business, guess: Business, prob: 1.0
answer: World, guess: World, prob: 0.9904
answer: Business, guess: Business, prob: 1.0
answer: Sports, guess: World, prob: 0.9876
answer: Business, guess: Business, prob: 0.9997
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9283
answer: Business, guess: Business, prob: 0.7054
answer: World, guess: World, prob: 0.9874
answer: Sports, guess: Sports, prob: 1.0
answer: World, guess: World, prob: 0.9935
answer: Sports, guess: Sports, prob: 1.0
answer: World, guess: World, prob: 0.9992
answer: Sci/Tech, guess: Sci/Tech, prob: 0.6089
answer: Business, guess: Sci/Tech, prob: 0.9995
answer: Sci/Tech, guess: Sci/Tech, prob: 0.997
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9823
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9991
answer: Sci/Tech, guess: Sci/Tech, prob: 1.0
answer: Sports, guess: Sports, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9755
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9721
answer: Business, guess: Business, prob: 0.9999
answer: Sports, guess: Sports, prob: 0.9141
answer: World, guess: Business, prob: 0.9935
answer: Sports, guess: Sports, prob: 0.9993
answer: Sci/Tech, guess: Sci/Tech, prob: 0.7808
answer: World, guess: World, prob: 0.9696
answer: Sci/Tech, guess: Sci/Tech, prob: 1.0
answer: Business, guess: Business, prob: 0.9285
answer: Sports, guess: Sports, prob: 0.9139
answer: Sports, guess: Sports, prob: 0.9455
answer: Sports, guess: Sports, prob: 0.9957
answer: World, guess: World, prob: 0.9995
answer: World, guess: World, prob: 1.0
answer: World, guess: World, prob: 0.9187
answer: Sports, guess: Sports, prob: 1.0
answer: World, guess: World, prob: 0.9998
answer: Sports, guess: Sports, prob: 0.9244
answer: Sports, guess: Sports, prob: 0.9888
answer: World, guess: World, prob: 0.9887
answer: Sports, guess: Sports, prob: 0.9801
answer: Sports, guess: Sports, prob: 0.9994
answer: World, guess: World, prob: 1.0
answer: Sports, guess: Sports, prob: 0.9929
answer: World, guess: World, prob: 0.9983
answer: Sports, guess: Sports, prob: 0.9931
answer: World, guess: World, prob: 1.0
answer: World, guess: World, prob: 0.9143
answer: World, guess: World, prob: 0.8261
answer: Sports, guess: Sports, prob: 0.9999
answer: Business, guess: Business, prob: 0.9997
answer: Sports, guess: Sports, prob: 0.9981
answer: Sports, guess: Sports, prob: 0.9999
answer: Sports, guess: Sports, prob: 1.0
answer: World, guess: World, prob: 0.7277
answer: Sports, guess: Sports, prob: 1.0
answer: World, guess: World, prob: 1.0
answer: World, guess: Business, prob: 0.9866
answer: World, guess: Sci/Tech, prob: 0.9066
answer: Business, guess: Business, prob: 0.9995
answer: Sports, guess: Sports, prob: 1.0
answer: Sports, guess: Sports, prob: 1.0
answer: World, guess: World, prob: 1.0
answer: Sports, guess: Sports, prob: 0.6913
answer: Business, guess: Business, prob: 0.9914
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9981
answer: World, guess: World, prob: 0.9991
answer: World, guess: World, prob: 0.9983
answer: Business, guess: Business, prob: 0.9998
answer: Business, guess: Business, prob: 1.0
answer: Business, guess: Business, prob: 0.9999
answer: Sports, guess: Sports, prob: 0.9999
answer: World, guess: World, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 0.8508
answer: Sci/Tech, guess: Sci/Tech, prob: 0.997
answer: Business, guess: Sci/Tech, prob: 0.9518
answer: Sci/Tech, guess: Business, prob: 0.8222
answer: World, guess: World, prob: 0.9989
answer: World, guess: World, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 0.948
answer: Sports, guess: Sports, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 0.8982
answer: Sports, guess: Sports, prob: 1.0
answer: Business, guess: Business, prob: 1.0
answer: Sports, guess: Sports, prob: 1.0
answer: Sports, guess: Sports, prob: 1.0
answer: Sci/Tech, guess: Business, prob: 0.7125
answer: Business, guess: Business, prob: 0.9987
answer: World, guess: World, prob: 0.9899
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9987
answer: World, guess: World, prob: 0.9989
answer: Sports, guess: Sports, prob: 0.5405
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9997
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9989
answer: World, guess: World, prob: 1.0
answer: World, guess: World, prob: 1.0
answer: World, guess: World, prob: 1.0
answer: Business, guess: Business, prob: 1.0
answer: Business, guess: Business, prob: 0.9948
answer: World, guess: World, prob: 0.9438
answer: Sports, guess: Sports, prob: 1.0
answer: Business, guess: Business, prob: 1.0
answer: Sports, guess: Sports, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 0.6265
answer: Sci/Tech, guess: Sci/Tech, prob: 0.7689
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9999
answer: World, guess: World, prob: 1.0
answer: Sports, guess: Sports, prob: 1.0
answer: Sports, guess: Sports, prob: 0.9985
answer: Sports, guess: World, prob: 0.646
answer: Sci/Tech, guess: Sci/Tech, prob: 0.6128
answer: Sports, guess: Sports, prob: 0.9999
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9813
answer: Sports, guess: Sports, prob: 0.9996
answer: World, guess: World, prob: 0.9958
answer: Sports, guess: Sports, prob: 0.9997
answer: Sports, guess: Sports, prob: 0.9776
answer: Sports, guess: Sports, prob: 0.995
answer: Sci/Tech, guess: Sci/Tech, prob: 0.515
answer: Business, guess: Business, prob: 1.0
answer: Business, guess: Business, prob: 0.9929
answer: Sci/Tech, guess: Business, prob: 0.9379
answer: Sports, guess: Sports, prob: 0.9935
answer: Sports, guess: Sports, prob: 1.0
answer: World, guess: World, prob: 1.0
answer: Business, guess: Business, prob: 0.4836
answer: Sports, guess: Sports, prob: 0.9738
answer: Business, guess: Business, prob: 1.0
answer: Business, guess: Business, prob: 0.9995
answer: World, guess: World, prob: 0.9998
answer: Sports, guess: Sports, prob: 1.0
answer: Business, guess: Business, prob: 0.9849
answer: World, guess: World, prob: 0.9986
answer: Sports, guess: Sports, prob: 0.9993
answer: Sports, guess: Sports, prob: 0.9114
answer: Business, guess: Business, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9954
answer: Business, guess: Business, prob: 0.7227
answer: Sports, guess: Sports, prob: 1.0
answer: Business, guess: Business, prob: 0.8328
answer: Sports, guess: Sports, prob: 0.9984
answer: World, guess: World, prob: 0.9999
answer: Business, guess: Business, prob: 0.9995
answer: Sci/Tech, guess: Business, prob: 0.5213
answer: Sports, guess: Sports, prob: 0.9723
answer: Sports, guess: Sports, prob: 1.0
answer: Sci/Tech, guess: Sci/Tech, prob: 1.0
answer: Business, guess: Business, prob: 0.9997
answer: Business, guess: Business, prob: 0.9986
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9985
answer: Sci/Tech, guess: Sci/Tech, prob: 0.9999
answer: Sci/Tech, guess: Business, prob: 0.9145
answer: World, guess: World, prob: 1.0
answer: Business, guess: Business, prob: 0.6804
answer: World, guess: World, prob: 1.0
answer: Sports, guess: Sports, prob: 0.859
answer: Business, guess: Business, prob: 0.9999
answer: Business, guess: Business, prob: 0.9996
